Race,PartName,Slot,Variant,Tier,Hand,PrimaryBone,SizeWxHxD_cm,MeshyPrompt,NegativePrompt
Dwarf,DWF_Units_Body_B,Body,B,light/cloth tier,,Bip001 Spine,37×17×34 cm (W×H×D),"A low-poly stylized 3D model: mountain-dwarven chest armor (cuirass / tunic / robe top). light/cloth tier variant B. Materials/feel: forged steel, riveted plate, gold filigree, hammered bronze. Color palette: gold, brushed silver, dark iron. Style: stout, ornate, runic engraving, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 37 cm wide × 17 cm tall × 34 cm deep. Placement: attaches to the Bip001 Spine bone (covers shoulders down to waist). Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Dwarf,DWF_Units_Body_C,Body,C,medium/leather tier,,Bip001 Spine,37×17×34 cm (W×H×D),"A low-poly stylized 3D model: mountain-dwarven chest armor (cuirass / tunic / robe top). medium/leather tier variant C. Materials/feel: forged steel, riveted plate, gold filigree, hammered bronze. Color palette: gold, brushed silver, dark iron. Style: stout, ornate, runic engraving, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 37 cm wide × 17 cm tall × 34 cm deep. Placement: attaches to the Bip001 Spine bone (covers shoulders down to waist). Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Dwarf,DWF_Units_Body_D,Body,D,medium/leather tier,,Bip001 Spine,37×17×34 cm (W×H×D),"A low-poly stylized 3D model: mountain-dwarven chest armor (cuirass / tunic / robe top). medium/leather tier variant D. Materials/feel: forged steel, riveted plate, gold filigree, hammered bronze. Color palette: gold, brushed silver, dark iron. Style: stout, ornate, runic engraving, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 37 cm wide × 17 cm tall × 34 cm deep. Placement: attaches to the Bip001 Spine bone (covers shoulders down to waist). Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Dwarf,DWF_Units_Shoulderpads_A,Shoulders,A,light/cloth tier,,Bip001 L Clavicle,28×18×11 cm (W×H×D),"A low-poly stylized 3D model: mountain-dwarven pauldron / shoulder pad pair. light/cloth tier variant A. Materials/feel: forged steel, riveted plate, gold filigree, hammered bronze. Color palette: gold, brushed silver, dark iron. Style: stout, ornate, runic engraving, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 28 cm wide × 18 cm tall × 11 cm deep. Placement: attaches to the Bip001 L Clavicle bone (sits on top of the shoulders). Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Dwarf,DWF_Units_Shoulderpads_B,Shoulders,B,light/cloth tier,,Bip001 L Clavicle,27×16×11 cm (W×H×D),"A low-poly stylized 3D model: mountain-dwarven pauldron / shoulder pad pair. light/cloth tier variant B. Materials/feel: forged steel, riveted plate, gold filigree, hammered bronze. Color palette: gold, brushed silver, dark iron. Style: stout, ornate, runic engraving, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 27 cm wide × 16 cm tall × 11 cm deep. Placement: attaches to the Bip001 L Clavicle bone (sits on top of the shoulders). Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Dwarf,DWF_Units_Shoulderpads_C,Shoulders,C,medium/leather tier,,Bip001 L Clavicle,33×18×12 cm (W×H×D),"A low-poly stylized 3D model: mountain-dwarven pauldron / shoulder pad pair. medium/leather tier variant C. Materials/feel: forged steel, riveted plate, gold filigree, hammered bronze. Color palette: gold, brushed silver, dark iron. Style: stout, ornate, runic engraving, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 33 cm wide × 18 cm tall × 12 cm deep. Placement: attaches to the Bip001 L Clavicle bone (sits on top of the shoulders). Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Dwarf,DWF_Units_Head_M,Head,M,heavy/plate tier,,Bip001 Head,13×18×25 cm (W×H×D),"A low-poly stylized 3D model: mountain-dwarven helmet/head piece. heavy/plate tier variant M. Materials/feel: forged steel, riveted plate, gold filigree, hammered bronze. Color palette: gold, brushed silver, dark iron. Style: stout, ornate, runic engraving, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 13 cm wide × 18 cm tall × 25 cm deep. Placement: attaches to the Bip001 Head bone (rests on the skull, fits over hair). Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Dwarf,DWF_Units_Head_N,Head,N,heavy/plate tier,,Bip001 Head,13×18×25 cm (W×H×D),"A low-poly stylized 3D model: mountain-dwarven helmet/head piece. heavy/plate tier variant N. Materials/feel: forged steel, riveted plate, gold filigree, hammered bronze. Color palette: gold, brushed silver, dark iron. Style: stout, ornate, runic engraving, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 13 cm wide × 18 cm tall × 25 cm deep. Placement: attaches to the Bip001 Head bone (rests on the skull, fits over hair). Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Dwarf,DWF_Units_Arms_A,Arms,A,light/cloth tier,,Bip001 R Forearm,56×11×15 cm (W×H×D),"A low-poly stylized 3D model: mountain-dwarven arm guards / bracers / sleeves. light/cloth tier variant A. Materials/feel: forged steel, riveted plate, gold filigree, hammered bronze. Color palette: gold, brushed silver, dark iron. Style: stout, ornate, runic engraving, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 56 cm wide × 11 cm tall × 15 cm deep. Placement: attaches to the Bip001 R Forearm bone (wrist to elbow on both arms). Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Dwarf,DWF_Units_Legs_A,Legs,A,light/cloth tier,,Bip001 R Foot,20×16×11 cm (W×H×D),"A low-poly stylized 3D model: mountain-dwarven greaves / leg armor / leggings. light/cloth tier variant A. Materials/feel: forged steel, riveted plate, gold filigree, hammered bronze. Color palette: gold, brushed silver, dark iron. Style: stout, ornate, runic engraving, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 20 cm wide × 16 cm tall × 11 cm deep. Placement: attaches to the Bip001 R Foot bone (hip to ankle). Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Dwarf,DWF_Units_Legs_B,Legs,B,light/cloth tier,,Bip001 R Foot,20×16×11 cm (W×H×D),"A low-poly stylized 3D model: mountain-dwarven greaves / leg armor / leggings. light/cloth tier variant B. Materials/feel: forged steel, riveted plate, gold filigree, hammered bronze. Color palette: gold, brushed silver, dark iron. Style: stout, ornate, runic engraving, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 20 cm wide × 16 cm tall × 11 cm deep. Placement: attaches to the Bip001 R Foot bone (hip to ankle). Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Dwarf,DWF_Units_Arms_B,Arms,B,light/cloth tier,,Bip001 R Forearm,56×11×15 cm (W×H×D),"A low-poly stylized 3D model: mountain-dwarven arm guards / bracers / sleeves. light/cloth tier variant B. Materials/feel: forged steel, riveted plate, gold filigree, hammered bronze. Color palette: gold, brushed silver, dark iron. Style: stout, ornate, runic engraving, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 56 cm wide × 11 cm tall × 15 cm deep. Placement: attaches to the Bip001 R Forearm bone (wrist to elbow on both arms). Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Dwarf,DWF_Units_Legs_C,Legs,C,medium/leather tier,,Bip001 R Foot,20×16×11 cm (W×H×D),"A low-poly stylized 3D model: mountain-dwarven greaves / leg armor / leggings. medium/leather tier variant C. Materials/feel: forged steel, riveted plate, gold filigree, hammered bronze. Color palette: gold, brushed silver, dark iron. Style: stout, ornate, runic engraving, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 20 cm wide × 16 cm tall × 11 cm deep. Placement: attaches to the Bip001 R Foot bone (hip to ankle). Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Dwarf,DWF_Units_Arms_C,Arms,C,medium/leather tier,,Bip001 R Forearm,56×11×15 cm (W×H×D),"A low-poly stylized 3D model: mountain-dwarven arm guards / bracers / sleeves. medium/leather tier variant C. Materials/feel: forged steel, riveted plate, gold filigree, hammered bronze. Color palette: gold, brushed silver, dark iron. Style: stout, ornate, runic engraving, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 56 cm wide × 11 cm tall × 15 cm deep. Placement: attaches to the Bip001 R Forearm bone (wrist to elbow on both arms). Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Dwarf,DWF_Units_Head_B,Head,B,light/cloth tier,,Bip001 Head,13×16×25 cm (W×H×D),"A low-poly stylized 3D model: mountain-dwarven helmet/head piece. light/cloth tier variant B. Materials/feel: forged steel, riveted plate, gold filigree, hammered bronze. Color palette: gold, brushed silver, dark iron. Style: stout, ornate, runic engraving, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 13 cm wide × 16 cm tall × 25 cm deep. Placement: attaches to the Bip001 Head bone (rests on the skull, fits over hair). Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Dwarf,DWF_Units_Head_C,Head,C,medium/leather tier,,Bip001 Head,15×16×27 cm (W×H×D),"A low-poly stylized 3D model: mountain-dwarven helmet/head piece. medium/leather tier variant C. Materials/feel: forged steel, riveted plate, gold filigree, hammered bronze. Color palette: gold, brushed silver, dark iron. Style: stout, ornate, runic engraving, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 15 cm wide × 16 cm tall × 27 cm deep. Placement: attaches to the Bip001 Head bone (rests on the skull, fits over hair). Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Dwarf,DWF_Units_Head_D,Head,D,medium/leather tier,,Bip001 Head,13×17×25 cm (W×H×D),"A low-poly stylized 3D model: mountain-dwarven helmet/head piece. medium/leather tier variant D. Materials/feel: forged steel, riveted plate, gold filigree, hammered bronze. Color palette: gold, brushed silver, dark iron. Style: stout, ornate, runic engraving, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 13 cm wide × 17 cm tall × 25 cm deep. Placement: attaches to the Bip001 Head bone (rests on the skull, fits over hair). Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Dwarf,DWF_Units_Head_E,Head,E,medium/leather tier,,Bip001 Head,13×16×26 cm (W×H×D),"A low-poly stylized 3D model: mountain-dwarven helmet/head piece. medium/leather tier variant E. Materials/feel: forged steel, riveted plate, gold filigree, hammered bronze. Color palette: gold, brushed silver, dark iron. Style: stout, ornate, runic engraving, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 13 cm wide × 16 cm tall × 26 cm deep. Placement: attaches to the Bip001 Head bone (rests on the skull, fits over hair). Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
